,id_x,player_fifa_api_id_x,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,id_y,player_name,player_fifa_api_id_y,height,weight,age
1118,1119,138675,181344,2010-08-30 00:00:00,62.0,65.0,right,,_0,41.0,63.0,66.0,54.0,53.0,54.0,36.0,32.0,44.0,57.0,67.0,60.0,54.0,61.0,81.0,70.0,73.0,64.0,82.0,45.0,49.0,24.0,65.0,50.0,46.0,19.0,22.0,21.0,7.0,15.0,6.0,5.0,6.0,71,Aboubacar Tandia,138675,193,185,27
1121,1122,225541,581141,2015-09-21 00:00:00,61.0,70.0,right,medium,medium,33.0,65.0,67.0,59.0,52.0,63.0,45.0,43.0,42.0,61.0,64.0,65.0,59.0,59.0,69.0,59.0,66.0,62.0,57.0,55.0,33.0,13.0,58.0,50.0,72.0,22.0,23.0,21.0,6.0,14.0,12.0,7.0,11.0,72,Aboubakar Kamara,225541,177,168,20
1128,1129,218548,80592,2015-04-01 00:00:00,65.0,65.0,right,None,1,56.0,61.0,64.0,58.0,56.0,66.0,38.0,45.0,38.0,62.0,81.0,80.0,78.0,64.0,74.0,68.0,84.0,66.0,68.0,58.0,58.0,38.0,66.0,60.0,64.0,23.0,34.0,36.0,9.0,10.0,7.0,11.0,13.0,73,Aboubakar Oumarou,218548,182,168,28
1143,1144,159566,165706,2016-04-28 00:00:00,73.0,73.0,right,medium,medium,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,49.0,38.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,70.0,68.0,64.0,76.0,63.0,68.0,71.0,65.0,10.0,8.0,6.0,11.0,10.0,74,Abraham Gonzalez,159566,177,176,31
1168,1169,199724,210453,2013-07-05 00:00:00,68.0,71.0,right,high,medium,44.0,73.0,61.0,56.0,68.0,68.0,48.0,40.0,40.0,67.0,81.0,79.0,68.0,70.0,71.0,65.0,75.0,72.0,56.0,59.0,67.0,22.0,62.0,46.0,40.0,12.0,16.0,19.0,9.0,12.0,12.0,6.0,5.0,75,Abraham Guie Gneki,199724,180,154,27
1176,1177,202600,208635,2014-11-14 00:00:00,65.0,65.0,right,medium,high,46.0,48.0,68.0,62.0,36.0,47.0,28.0,43.0,59.0,58.0,73.0,71.0,70.0,65.0,52.0,71.0,80.0,78.0,86.0,56.0,84.0,64.0,54.0,51.0,45.0,63.0,67.0,64.0,11.0,5.0,14.0,11.0,15.0,76,Abraham Kudemor,202600,182,179,29
1185,1186,198840,213695,2016-03-24 00:00:00,71.0,71.0,left,high,medium,69.0,41.0,65.0,69.0,36.0,71.0,76.0,58.0,61.0,72.0,80.0,77.0,79.0,69.0,77.0,69.0,73.0,72.0,76.0,60.0,69.0,72.0,67.0,67.0,57.0,71.0,72.0,70.0,11.0,8.0,7.0,14.0,11.0,77,Abraham Minero,198840,175,157,30
1205,1206,114663,33715,2013-04-26 00:00:00,66.0,66.0,right,high,medium,49.0,43.0,71.0,64.0,49.0,50.0,72.0,57.0,78.0,66.0,60.0,63.0,56.0,59.0,67.0,59.0,80.0,70.0,76.0,42.0,69.0,65.0,43.0,52.0,71.0,55.0,64.0,69.0,8.0,12.0,12.0,11.0,5.0,78,Abraham Paz Cruz,114663,177,165,34
1219,1220,163901,41489,2015-07-03 00:00:00,61.0,61.0,left,medium,medium,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,31.0,22.0,42.0,42.0,49.0,60.0,30.0,40.0,66.0,35.0,61.0,25.0,32.0,25.0,25.0,25.0,22.0,25.0,25.0,25.0,60.0,61.0,53.0,62.0,64.0,79,Achille Coser,163901,185,174,33
1240,1241,112392,25571,2016-03-31 00:00:00,76.0,76.0,right,high,low,64.0,68.0,60.0,82.0,67.0,78.0,68.0,71.0,71.0,81.0,66.0,67.0,63.0,74.0,80.0,80.0,62.0,34.0,91.0,70.0,70.0,55.0,67.0,81.0,76.0,44.0,59.0,58.0,8.0,16.0,12.0,11.0,12.0,80,Achille Emana,112392,180,170,34
1269,1270,229149,660145,2016-02-04 00:00:00,61.0,71.0,left,medium,medium,57.0,50.0,40.0,54.0,59.0,67.0,65.0,40.0,48.0,63.0,77.0,82.0,74.0,55.0,77.0,34.0,70.0,55.0,48.0,44.0,44.0,23.0,55.0,55.0,39.0,24.0,23.0,22.0,7.0,6.0,13.0,6.0,15.0,81,Achille Vaarnold,229149,175,157,20
1272,1273,171405,45960,2011-02-22 00:00:00,67.0,69.0,right,None,o,67.0,66.0,46.0,62.0,62.0,68.0,70.0,68.0,47.0,70.0,72.0,76.0,70.0,67.0,61.0,62.0,59.0,72.0,55.0,66.0,46.0,30.0,60.0,68.0,46.0,33.0,21.0,23.0,7.0,15.0,5.0,8.0,6.0,82,Achmed Ahahaoui,171405,177,152,28
1277,1278,206161,293235,2016-04-21 00:00:00,73.0,78.0,left,high,high,73.0,43.0,57.0,69.0,51.0,75.0,67.0,40.0,67.0,77.0,79.0,82.0,78.0,75.0,70.0,77.0,70.0,85.0,65.0,71.0,71.0,67.0,63.0,59.0,48.0,69.0,73.0,73.0,10.0,11.0,6.0,13.0,13.0,83,Achraf Lazaar,206161,182,168,24
1303,1304,140730,34487,2010-02-22 00:00:00,59.0,62.0,right,,_0,59.0,57.0,62.0,58.0,,56.0,,34.0,38.0,62.0,62.0,60.0,,55.0,,65.0,,66.0,61.0,48.0,61.0,61.0,60.0,,47.0,23.0,27.0,,12.0,23.0,38.0,23.0,23.0,84,Aco Stojkov,140730,177,165,27
1306,1307,158505,26331,2015-09-21 00:00:00,67.0,67.0,right,medium,medium,43.0,39.0,73.0,56.0,33.0,45.0,28.0,41.0,53.0,52.0,33.0,53.0,47.0,65.0,47.0,71.0,34.0,51.0,84.0,52.0,76.0,59.0,31.0,53.0,48.0,68.0,72.0,66.0,15.0,11.0,11.0,15.0,9.0,85,Adailton,158505,190,187,32
1329,1330,231638,495841,2016-07-07 00:00:00,72.0,84.0,right,medium,medium,49.0,78.0,71.0,63.0,56.0,74.0,45.0,43.0,49.0,73.0,82.0,81.0,60.0,71.0,60.0,73.0,61.0,64.0,63.0,70.0,35.0,20.0,69.0,59.0,77.0,20.0,20.0,21.0,6.0,14.0,13.0,8.0,6.0,87,Adalberto Penaranda,231638,182,172,19
1343,1344,221841,519835,2016-06-09 00:00:00,67.0,83.0,right,high,medium,45.0,71.0,57.0,59.0,56.0,67.0,68.0,61.0,55.0,64.0,90.0,92.0,76.0,61.0,88.0,65.0,75.0,72.0,58.0,67.0,78.0,36.0,70.0,48.0,68.0,20.0,17.0,21.0,10.0,13.0,13.0,12.0,7.0,88,Adam Armstrong,221841,172,152,19
1360,1361,189047,68840,2014-05-30 00:00:00,63.0,63.0,right,high,medium,25.0,45.0,69.0,44.0,56.0,54.0,33.0,61.0,54.0,47.0,63.0,59.0,71.0,72.0,62.0,61.0,63.0,74.0,80.0,51.0,66.0,67.0,81.0,52.0,65.0,54.0,63.0,61.0,9.0,10.0,9.0,6.0,11.0,89,Adam Banas,189047,185,174,32
1379,1380,177129,27534,2016-04-21 00:00:00,69.0,69.0,right,medium,medium,49.0,46.0,64.0,64.0,54.0,57.0,65.0,63.0,64.0,63.0,58.0,53.0,66.0,68.0,63.0,66.0,80.0,75.0,75.0,59.0,71.0,71.0,50.0,58.0,57.0,68.0,72.0,70.0,11.0,15.0,15.0,8.0,10.0,90,Adam Bodzek,177129,182,174,31
1415,1416,184585,157303,2016-03-17 00:00:00,73.0,73.0,right,medium,medium,15.0,11.0,11.0,16.0,11.0,11.0,18.0,12.0,12.0,18.0,52.0,56.0,35.0,67.0,41.0,16.0,63.0,33.0,74.0,14.0,20.0,24.0,13.0,38.0,18.0,15.0,11.0,16.0,77.0,71.0,66.0,71.0,78.0,91,Adam Bogdan,184585,193,198,29
1431,1432,224355,563198,2014-09-18 00:00:00,52.0,65.0,right,medium,medium,54.0,47.0,35.0,53.0,45.0,58.0,41.0,33.0,49.0,51.0,61.0,69.0,55.0,33.0,72.0,55.0,43.0,53.0,47.0,37.0,30.0,25.0,42.0,51.0,55.0,31.0,25.0,26.0,13.0,13.0,6.0,11.0,14.0,92,Adam Brown,224355,177,141,19
1433,1434,224438,557396,2016-04-21 00:00:00,62.0,75.0,right,high,medium,50.0,64.0,63.0,55.0,59.0,62.0,52.0,44.0,51.0,59.0,67.0,71.0,60.0,52.0,48.0,57.0,70.0,64.0,72.0,46.0,51.0,24.0,65.0,58.0,65.0,21.0,23.0,21.0,7.0,13.0,10.0,6.0,14.0,93,Adam Buksa,224438,190,172,20
1442,1443,206567,365666,2016-01-14 00:00:00,59.0,69.0,right,high,medium,39.0,63.0,57.0,58.0,56.0,62.0,40.0,37.0,42.0,60.0,81.0,90.0,76.0,61.0,81.0,56.0,81.0,53.0,51.0,54.0,31.0,16.0,60.0,46.0,66.0,20.0,19.0,14.0,15.0,12.0,15.0,8.0,8.0,94,Adam Campbell,206567,170,161,21
1464,1465,53363,180197,2016-06-09 00:00:00,66.0,66.0,right,medium,medium,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0,95,Adam Collin,53363,190,172,32
1497,1498,200743,310346,2014-09-18 00:00:00,59.0,69.0,right,medium,medium,46.0,25.0,65.0,53.0,24.0,41.0,25.0,22.0,33.0,57.0,54.0,55.0,54.0,46.0,33.0,55.0,71.0,60.0,71.0,24.0,54.0,54.0,33.0,32.0,22.0,59.0,59.0,56.0,9.0,8.0,6.0,9.0,13.0,96,Adam Cummins,200743,187,172,21
1502,1503,180440,68962,2015-09-21 00:00:00,66.0,66.0,right,medium,medium,54.0,50.0,62.0,59.0,31.0,54.0,31.0,28.0,59.0,58.0,65.0,63.0,70.0,65.0,61.0,56.0,85.0,59.0,74.0,33.0,62.0,77.0,57.0,44.0,44.0,60.0,64.0,64.0,9.0,10.0,6.0,15.0,16.0,97,Adam Danch,180440,182,179,28
1520,1521,212988,429870,2016-04-21 00:00:00,62.0,69.0,right,medium,high,49.0,39.0,51.0,67.0,43.0,64.0,35.0,40.0,64.0,66.0,69.0,66.0,54.0,63.0,54.0,59.0,62.0,74.0,78.0,40.0,65.0,54.0,53.0,57.0,45.0,52.0,61.0,57.0,11.0,11.0,14.0,14.0,6.0,98,Adam Deja,212988,185,181,23
1535,1536,101882,23133,2014-05-23 00:00:00,64.0,64.0,left,medium,medium,61.0,29.0,58.0,64.0,25.0,61.0,60.0,41.0,57.0,71.0,64.0,52.0,61.0,59.0,65.0,39.0,65.0,64.0,67.0,44.0,61.0,65.0,41.0,54.0,44.0,67.0,70.0,68.0,7.0,7.0,15.0,6.0,14.0,99,Adam Drury,101882,180,161,36
1570,1571,208345,308280,2013-09-20 00:00:00,60.0,65.0,right,medium,medium,42.0,59.0,65.0,43.0,48.0,57.0,40.0,31.0,29.0,52.0,58.0,57.0,61.0,60.0,58.0,63.0,65.0,58.0,72.0,56.0,70.0,26.0,65.0,46.0,62.0,33.0,33.0,41.0,11.0,13.0,14.0,7.0,6.0,101,Adam Duda,208345,187,170,22
1578,1579,211362,361712,2016-05-05 00:00:00,60.0,68.0,right,medium,medium,37.0,32.0,67.0,60.0,38.0,44.0,53.0,39.0,58.0,61.0,69.0,68.0,61.0,54.0,64.0,61.0,71.0,76.0,73.0,56.0,57.0,50.0,55.0,52.0,61.0,62.0,64.0,60.0,8.0,6.0,15.0,14.0,13.0,102,Adam Dzwigala,211362,185,176,21
1595,1596,164853,38617,2015-11-19 00:00:00,73.0,73.0,right,medium,medium,19.0,18.0,18.0,28.0,32.0,19.0,27.0,21.0,25.0,27.0,47.0,49.0,50.0,72.0,42.0,17.0,73.0,41.0,72.0,14.0,44.0,22.0,16.0,63.0,41.0,20.0,11.0,18.0,75.0,69.0,82.0,70.0,75.0,103,Adam Federici,164853,187,198,30
1615,1616,209453,173993,2016-04-28 00:00:00,68.0,68.0,right,high,medium,72.0,55.0,68.0,64.0,57.0,63.0,64.0,63.0,66.0,59.0,77.0,83.0,75.0,64.0,71.0,65.0,80.0,90.0,75.0,62.0,83.0,59.0,68.0,74.0,70.0,62.0,67.0,66.0,15.0,8.0,6.0,10.0,11.0,104,Adam Fraczczak,209453,182,168,29
1645,1646,209439,277313,2016-04-14 00:00:00,69.0,73.0,right,high,medium,71.0,68.0,58.0,66.0,65.0,70.0,59.0,65.0,59.0,64.0,81.0,78.0,68.0,58.0,80.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0,105,Adam Gyurcso,209439,180,132,25
1658,1659,169568,40568,2015-11-19 00:00:00,65.0,65.0,right,medium,medium,67.0,63.0,37.0,61.0,64.0,70.0,63.0,66.0,60.0,67.0,77.0,73.0,68.0,60.0,69.0,68.0,47.0,63.0,57.0,67.0,49.0,43.0,59.0,56.0,53.0,45.0,48.0,46.0,6.0,7.0,8.0,6.0,8.0,106,Adam Hammill,169568,177,163,27
1685,1686,205485,281079,2016-06-16 00:00:00,66.0,76.0,right,medium,medium,61.0,35.0,62.0,61.0,34.0,65.0,43.0,39.0,57.0,63.0,79.0,76.0,65.0,66.0,81.0,37.0,62.0,72.0,52.0,29.0,58.0,65.0,51.0,48.0,47.0,63.0,69.0,62.0,12.0,11.0,6.0,15.0,8.0,107,Adam Henley,205485,177,170,22
1700,1701,181205,89240,2016-02-04 00:00:00,69.0,69.0,left,medium,medium,71.0,54.0,66.0,69.0,58.0,68.0,73.0,76.0,66.0,68.0,69.0,75.0,65.0,73.0,63.0,73.0,66.0,77.0,72.0,60.0,68.0,61.0,70.0,64.0,61.0,67.0,70.0,69.0,9.0,13.0,13.0,8.0,10.0,108,Adam Hlousek,181205,187,168,28
1728,1729,165740,24159,2015-10-30 00:00:00,78.0,78.0,left,medium,medium,79.0,75.0,44.0,79.0,67.0,85.0,77.0,77.0,73.0,82.0,78.0,69.0,84.0,72.0,78.0,74.0,53.0,71.0,64.0,78.0,62.0,48.0,77.0,74.0,68.0,39.0,33.0,34.0,9.0,6.0,14.0,14.0,10.0,109,Adam Johnson,165740,175,139,28
1753,1754,212388,414208,2016-03-10 00:00:00,57.0,69.0,right,medium,medium,43.0,44.0,48.0,67.0,37.0,56.0,42.0,41.0,62.0,61.0,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.0,58.0,47.0,64.0,40.0,54.0,54.0,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0,110,Adam King,212388,180,165,21
1769,1770,174665,43317,2016-03-10 00:00:00,67.0,67.0,right,low,medium,35.0,31.0,64.0,47.0,42.0,47.0,37.0,24.0,40.0,49.0,55.0,71.0,68.0,64.0,59.0,67.0,53.0,80.0,80.0,28.0,81.0,73.0,30.0,46.0,44.0,60.0,76.0,60.0,12.0,10.0,11.0,11.0,11.0,111,Adam Kokoszka,174665,187,181,30
1792,1793,180819,37234,2016-05-12 00:00:00,80.0,80.0,right,high,medium,74.0,73.0,67.0,83.0,72.0,85.0,77.0,66.0,74.0,82.0,76.0,70.0,83.0,75.0,76.0,68.0,73.0,83.0,67.0,72.0,46.0,61.0,76.0,83.0,70.0,30.0,52.0,38.0,6.0,15.0,14.0,8.0,11.0,112,Adam Lallana,180819,172,161,28
1831,1832,163828,24952,2016-06-09 00:00:00,70.0,70.0,right,high,low,56.0,75.0,66.0,65.0,70.0,62.0,66.0,53.0,53.0,69.0,76.0,74.0,70.0,73.0,77.0,66.0,75.0,70.0,60.0,62.0,47.0,34.0,74.0,66.0,79.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0,113,Adam Le Fondre,163828,175,161,30
1865,1866,200223,209372,2016-03-17 00:00:00,74.0,80.0,right,medium,low,79.0,66.0,46.0,77.0,77.0,74.0,76.0,75.0,73.0,82.0,68.0,74.0,80.0,74.0,80.0,74.0,53.0,69.0,44.0,70.0,59.0,58.0,69.0,73.0,59.0,45.0,56.0,52.0,15.0,7.0,7.0,11.0,8.0,114,Adam Maher,200223,175,143,23
1887,1888,179055,69518,2014-10-17 00:00:00,62.0,64.0,left,high,medium,36.0,47.0,59.0,60.0,21.0,33.0,29.0,57.0,56.0,44.0,69.0,63.0,62.0,63.0,62.0,74.0,65.0,71.0,75.0,59.0,69.0,71.0,39.0,39.0,46.0,59.0,70.0,68.0,6.0,9.0,12.0,15.0,10.0,115,Adam Marciniak,179055,182,181,26
1900,1901,224031,478447,2016-05-05 00:00:00,69.0,73.0,right,high,high,65.0,65.0,57.0,64.0,64.0,73.0,58.0,48.0,63.0,72.0,74.0,82.0,63.0,64.0,67.0,71.0,70.0,75.0,74.0,71.0,67.0,57.0,69.0,66.0,58.0,46.0,52.0,49.0,8.0,9.0,7.0,10.0,10.0,116,Adam Marusic,224031,177,179,24
1911,1912,225410,500502,2016-04-21 00:00:00,73.0,78.0,left,medium,medium,76.0,26.0,66.0,68.0,27.0,66.0,59.0,35.0,66.0,69.0,75.0,77.0,65.0,72.0,42.0,37.0,58.0,84.0,76.0,31.0,72.0,72.0,50.0,50.0,31.0,68.0,72.0,73.0,14.0,14.0,13.0,7.0,6.0,117,Adam Masina,225410,187,172,22
1925,1926,193768,170593,2016-06-09 00:00:00,73.0,77.0,right,high,medium,73.0,43.0,58.0,71.0,43.0,70.0,73.0,52.0,67.0,71.0,79.0,78.0,76.0,73.0,73.0,69.0,71.0,75.0,70.0,62.0,66.0,73.0,63.0,69.0,50.0,73.0,75.0,74.0,6.0,15.0,12.0,6.0,14.0,118,Adam Matthews,193768,177,157,24
1945,1946,192471,185336,2015-12-10 00:00:00,71.0,72.0,right,medium,medium,58.0,57.0,66.0,74.0,63.0,68.0,54.0,57.0,71.0,72.0,67.0,66.0,74.0,70.0,75.0,73.0,73.0,75.0,64.0,74.0,59.0,66.0,63.0,71.0,51.0,67.0,68.0,70.0,9.0,8.0,11.0,15.0,14.0,119,Adam Matuschyk,192471,180,165,26
1966,1967,179710,69249,2016-05-12 00:00:00,66.0,66.0,left,high,medium,72.0,53.0,60.0,62.0,48.0,62.0,56.0,37.0,58.0,61.0,72.0,70.0,58.0,70.0,75.0,59.0,69.0,79.0,57.0,52.0,74.0,54.0,58.0,57.0,59.0,67.0,62.0,65.0,10.0,12.0,12.0,14.0,10.0,120,Adam Mojta,179710,177,154,30
1979,1980,205864,407308,2015-09-21 00:00:00,62.0,68.0,left,high,low,42.0,62.0,55.0,54.0,59.0,62.0,49.0,43.0,39.0,60.0,79.0,78.0,70.0,60.0,70.0,62.0,49.0,54.0,56.0,59.0,61.0,15.0,62.0,56.0,67.0,16.0,18.0,23.0,11.0,10.0,7.0,15.0,8.0,121,Adam Morgan,205864,177,157,21
1992,1993,184433,12245,2015-09-21 00:00:00,66.0,66.0,left,medium,medium,44.0,65.0,78.0,53.0,62.0,55.0,50.0,43.0,42.0,59.0,55.0,55.0,34.0,65.0,43.0,78.0,67.0,55.0,86.0,63.0,48.0,34.0,64.0,42.0,56.0,15.0,13.0,12.0,9.0,16.0,8.0,15.0,15.0,122,Adam Nemec,184433,190,198,30
2024,2025,231242,684978,2016-04-28 00:00:00,69.0,84.0,left,high,medium,65.0,68.0,51.0,64.0,61.0,77.0,68.0,62.0,63.0,69.0,80.0,78.0,81.0,64.0,81.0,69.0,53.0,66.0,39.0,66.0,55.0,44.0,60.0,60.0,60.0,44.0,54.0,47.0,8.0,6.0,8.0,7.0,12.0,123,Adam Ounas,231242,172,141,20
2035,2036,211185,306507,2016-03-03 00:00:00,64.0,68.0,right,high,medium,65.0,36.0,56.0,64.0,42.0,62.0,59.0,30.0,59.0,61.0,83.0,80.0,58.0,54.0,74.0,66.0,59.0,64.0,57.0,51.0,58.0,52.0,49.0,44.0,44.0,66.0,64.0,65.0,13.0,12.0,11.0,14.0,13.0,124,Adam Pazio,211185,182,159,24
2049,2050,201176,73078,2016-06-16 00:00:00,72.0,72.0,right,medium,high,43.0,36.0,76.0,68.0,40.0,51.0,35.0,48.0,67.0,61.0,40.0,52.0,35.0,65.0,47.0,74.0,49.0,74.0,90.0,35.0,83.0,76.0,52.0,61.0,52.0,63.0,77.0,59.0,6.0,14.0,13.0,14.0,7.0,125,Adam Pinter,201176,190,185,28
2063,2064,176941,31916,2016-03-10 00:00:00,71.0,71.0,right,high,low,47.0,75.0,72.0,65.0,64.0,67.0,45.0,43.0,49.0,71.0,62.0,66.0,65.0,69.0,67.0,75.0,69.0,74.0,80.0,64.0,61.0,18.0,70.0,55.0,80.0,24.0,23.0,21.0,11.0,11.0,11.0,11.0,9.0,126,Adam Rooney,176941,177,172,28
2090,2091,224303,555649,2015-10-19 00:00:00,56.0,66.0,right,medium,medium,58.0,58.0,53.0,56.0,37.0,59.0,47.0,30.0,33.0,61.0,73.0,65.0,72.0,51.0,71.0,56.0,59.0,51.0,58.0,54.0,28.0,18.0,45.0,44.0,53.0,25.0,25.0,21.0,7.0,6.0,15.0,8.0,13.0,127,Adam Ryczkowski,224303,177,157,18
2099,2100,192323,158861,2015-11-06 00:00:00,67.0,69.0,right,high,high,63.0,55.0,59.0,71.0,57.0,65.0,66.0,67.0,66.0,68.0,66.0,69.0,68.0,69.0,69.0,66.0,72.0,83.0,69.0,60.0,66.0,65.0,64.0,65.0,60.0,56.0,64.0,53.0,14.0,11.0,6.0,10.0,15.0,128,Adam Sarota,192323,182,161,27
2118,2119,190885,160447,2015-11-12 00:00:00,70.0,74.0,right,high,medium,68.0,43.0,56.0,69.0,40.0,68.0,59.0,66.0,60.0,71.0,78.0,74.0,75.0,70.0,69.0,67.0,53.0,72.0,68.0,64.0,62.0,69.0,54.0,58.0,48.0,71.0,70.0,68.0,8.0,9.0,15.0,9.0,6.0,129,Adam Smith,190885,180,179,24
2141,2142,184789,36774,2016-03-10 00:00:00,74.0,74.0,right,medium,medium,49.0,74.0,80.0,71.0,67.0,70.0,58.0,42.0,48.0,73.0,53.0,65.0,62.0,75.0,59.0,80.0,65.0,68.0,86.0,61.0,74.0,41.0,74.0,66.0,76.0,27.0,41.0,13.0,14.0,12.0,6.0,16.0,9.0,130,Adam Szalai,184789,193,201,29
2173,2174,202676,243068,2016-01-28 00:00:00,66.0,74.0,right,high,medium,58.0,66.0,50.0,62.0,60.0,67.0,65.0,38.0,56.0,72.0,78.0,76.0,82.0,68.0,67.0,69.0,57.0,71.0,61.0,71.0,55.0,45.0,69.0,63.0,60.0,29.0,32.0,31.0,16.0,15.0,12.0,8.0,14.0,131,Adam Taggart,202676,182,152,23
2196,2197,170046,71359,2013-11-29 00:00:00,66.0,70.0,right,medium,medium,61.0,45.0,58.0,74.0,47.0,61.0,62.0,61.0,72.0,69.0,68.0,70.0,65.0,63.0,65.0,59.0,67.0,71.0,75.0,61.0,75.0,59.0,55.0,67.0,57.0,50.0,63.0,66.0,8.0,10.0,15.0,9.0,11.0,132,Adam Vass,170046,180,165,25
2206,2207,219695,495942,2014-12-12 00:00:00,52.0,59.0,right,medium,medium,38.0,25.0,51.0,37.0,22.0,35.0,20.0,25.0,34.0,45.0,61.0,62.0,56.0,45.0,61.0,32.0,65.0,58.0,70.0,25.0,55.0,57.0,20.0,27.0,20.0,53.0,57.0,53.0,9.0,12.0,11.0,11.0,5.0,133,Adam Waszkiewicz,219695,182,174,21
2214,2215,205947,287224,2015-09-21 00:00:00,66.0,76.0,right,medium,medium,66.0,68.0,64.0,67.0,53.0,72.0,49.0,42.0,58.0,68.0,74.0,78.0,71.0,60.0,53.0,59.0,64.0,56.0,54.0,63.0,49.0,22.0,66.0,53.0,70.0,40.0,22.0,24.0,9.0,15.0,14.0,7.0,8.0,134,Adama Ba,205947,177,150,22
2228,2229,5440,26136,2015-04-10 00:00:00,64.0,64.0,right,medium,medium,34.0,38.0,69.0,56.0,31.0,44.0,46.0,42.0,59.0,56.0,49.0,45.0,48.0,63.0,57.0,54.0,60.0,62.0,72.0,46.0,71.0,64.0,33.0,47.0,34.0,62.0,63.0,60.0,14.0,12.0,6.0,13.0,15.0,135,Adama Coulibaly,5440,185,183,35
2247,2248,194952,164360,2016-04-21 00:00:00,67.0,69.0,right,medium,medium,53.0,35.0,69.0,56.0,45.0,44.0,37.0,38.0,48.0,52.0,48.0,53.0,33.0,61.0,32.0,54.0,56.0,66.0,89.0,40.0,80.0,63.0,30.0,41.0,54.0,65.0,67.0,61.0,8.0,12.0,9.0,6.0,7.0,136,Adama Francois,194952,193,176,27
2265,2266,200353,357881,2016-02-11 00:00:00,68.0,74.0,right,medium,medium,59.0,31.0,70.0,61.0,35.0,47.0,31.0,36.0,49.0,50.0,47.0,58.0,43.0,58.0,55.0,48.0,63.0,73.0,89.0,34.0,63.0,66.0,24.0,26.0,40.0,68.0,70.0,66.0,6.0,10.0,8.0,16.0,14.0,137,Adama Soumaoro,200353,187,205,24
2281,2282,193177,181211,2016-05-12 00:00:00,74.0,76.0,left,high,medium,75.0,52.0,57.0,71.0,59.0,66.0,65.0,34.0,64.0,69.0,84.0,86.0,76.0,71.0,82.0,64.0,84.0,80.0,75.0,62.0,69.0,72.0,65.0,61.0,53.0,71.0,74.0,73.0,11.0,15.0,6.0,11.0,12.0,138,Adama Traore,193177,170,161,26
2318,2319,184368,103866,2015-03-27 00:00:00,69.0,69.0,right,medium,low,50.0,72.0,67.0,51.0,67.0,64.0,62.0,68.0,54.0,67.0,66.0,64.0,70.0,68.0,58.0,71.0,73.0,71.0,82.0,68.0,70.0,41.0,71.0,61.0,73.0,30.0,31.0,29.0,5.0,7.0,10.0,15.0,5.0,140,Adamo Coulibaly,184368,187,172,34
2326,2327,179605,47394,2016-05-12 00:00:00,75.0,76.0,right,medium,low,75.0,67.0,36.0,74.0,77.0,86.0,80.0,73.0,62.0,83.0,73.0,67.0,78.0,73.0,78.0,79.0,45.0,48.0,68.0,75.0,59.0,39.0,72.0,73.0,74.0,29.0,32.0,25.0,4.0,6.0,4.0,4.0,6.0,141,Adel Taarabt,179605,180,172,27
2376,2377,190544,155738,2016-05-12 00:00:00,79.0,82.0,right,high,medium,73.0,77.0,47.0,77.0,74.0,83.0,75.0,76.0,70.0,85.0,82.0,79.0,82.0,72.0,76.0,76.0,68.0,68.0,64.0,81.0,44.0,32.0,76.0,80.0,76.0,23.0,35.0,35.0,6.0,14.0,7.0,6.0,12.0,142,Adem Ljajic,190544,182,163,25
2418,2419,213374,361710,2016-04-14 00:00:00,80.0,81.0,right,medium,medium,34.0,34.0,84.0,63.0,46.0,55.0,51.0,61.0,47.0,72.0,48.0,65.0,47.0,68.0,30.0,84.0,57.0,63.0,87.0,73.0,82.0,80.0,27.0,34.0,60.0,82.0,86.0,78.0,10.0,13.0,13.0,8.0,12.0,143,Aderlan Santos,213374,193,183,27
2443,2444,223844,568920,2016-03-17 00:00:00,67.0,71.0,right,high,medium,67.0,46.0,55.0,63.0,46.0,68.0,59.0,69.0,62.0,63.0,79.0,77.0,78.0,63.0,77.0,69.0,72.0,76.0,62.0,70.0,68.0,70.0,56.0,50.0,35.0,63.0,65.0,66.0,12.0,11.0,10.0,13.0,7.0,144,Aderlan,223844,177,157,26
